pyrazine-2-carboxylic acid	pyridine-3-carboxamide	0	1047&936
9H-carbazole	1,4-dinitrobenzene	0	6854&7492
4-methylbenzoic acid	2,2-dichloroacetic acid	0	7470&6597
dimethyl benzene-1,4-dicarboxylate	benzoic acid	0	8441&243
(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	1,3-dimethyl-7H-purine-2,6-dione	0	5994&2153
benzamide	benzene-1,3-diamine	0	2331&7935
2-phenylacetic acid	2,2-dichloroacetic acid	0	999&6597
4-methoxybenzoic acid	4-hydroxybenzoic acid	0	7478&135
benzoic acid	naphthalen-1-amine	0	243&8640
(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	4-bromophenol	0	5757&7808
4-phenylphenol	3-nitroaniline	0	7103&7423
4-nitrophenol	4-nitroaniline	0	980&7475
(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	naphthalen-2-ol	0	5757&8663
2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid	4-hydroxy-3-methoxybenzoic acid	0	3715&8468
2,3,5,6-tetramethylpyrazine	1,4-dibromobenzene	0	14296&7804
4-phenylphenol	4-nitroaniline	0	7103&7475
10H-phenothiazine	2-methyl-1H-imidazole	0	7108&12749
4-phenylpyridine	1,4-diiodobenzene	0	13651&12208
2-hydroxybenzoic acid	4-hydroxybenzoic acid	0	338&135
4-aminobenzoic acid	4-hydroxybenzoic acid	0	978&135
4-phenylpyridine	1,4-dibromobenzene	0	13651&7804
4-hydroxybenzamide	2-acetyloxybenzoic acid	0	65052&2244
2H-tetrazole	1H-1,2,4-triazole	0	67519&9257
N-(4-hydroxyphenyl)acetamide	4-aminophenol	0	1983&403
4-pyridin-4-ylpyridine	1,4-dibromobenzene	0	11107&7804
pyrazine	1,4-diiodobenzene	0	9261&12208
phenyl(pyridin-4-yl)methanone	1,4-dibromobenzene	0	26731&7804
pyrazine	1,4-dibromobenzene	0	9261&7804
3,5-dinitrobenzoic acid	3,5-dimethoxybenzoic acid	0	7433&14332
phenyl(pyridin-4-yl)methanone	1,4-diiodobenzene	0	26731&12208
2-hydroxybenzoic acid	1-methyl-4-nitrobenzene	0	338&7473
naphthalen-2-amine	2-nitrophenol	0	7057&6947
4-aminobenzoic acid	2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid	0	978&3715
1-(4-aminophenyl)ethanone	2-hydroxy-1,2-diphenylethanone	0	7468&8400
1-bromo-4-chlorobenzene	tetradecan-1-ol	0	7806&8209
pyridine-3-carboxamide	2-nitroaniline	0	936&6946
naphthalen-2-amine	1-methyl-2,4-dinitrobenzene	0	7057&8461
3,5-dimethoxybenzoic acid	4-aminobenzoic acid	0	14332&978
3-nitrobenzoic acid	2-iodobenzoic acid	0	8497&6941
1,2-diphenylethane-1,2-dione	3-nitroaniline	0	8651&7423
2H-triazole	1H-tetrazole	0	67516&67519
naphthalen-2-amine	2-methyl-1,3-dinitrobenzene	0	7057&11813
(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	naphthalene-2,7-diol	0	5757&11397
3,5-diaminobenzoic acid	4-aminobenzoic acid	0	12062&978
3,5-dinitrobenzoic acid	4-methoxybenzoic acid	0	7433&7478
2-hydroxybenzoic acid	1-methyl-2-nitrobenzene	0	338&6944
N-(4-methylphenyl)acetamide	N-(2-methylphenyl)acetamide	0	7684&8443
2-hydroxybenzoic acid	3-hydroxybenzoic acid	0	338&7420
naphthalen-1-amine	2-nitrophenol	0	8640&6947
2-acetyloxybenzoic acid	N-(4-hydroxyphenyl)acetamide	0	2244&1983
(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	bromobenzene	0	5994&7961
(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one	naphthalene	0	159055&931
2-nitroaniline	4-aminobenzoic acid	0	6946&978
(2S)-2-[4-(2-methylpropyl)phenyl]propanoic acid	5-methyl-2-propan-2-ylphenol	0	39912&6989
1H-pyrazole	1H-1,2,4-triazole	0	1048&9257
benzene-1,2-diamine	benzene-1,4-diamine	0	7243&7814
3-hydroxybenzaldehyde	4-nitrophenol	0	101&980
2-phenylphenol	4-nitroaniline	0	7017&7475
diphenylmethanone	2,4,6-trinitrophenol	0	3102&6954
2,4,6-trinitrophenol	1-methyl-2,4-dinitrobenzene	0	6954&8461
1,5-dimethyl-2-phenylpyrazol-3-one	urea	0	2206&1176
1,2-diphenylethane-1,2-dione	2-nitroaniline	0	8651&6946
phenyl 2-hydroxybenzoate	2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide	0	8361&3676
pyridine-3-carboxamide	benzamide	0	936&2331
4-methylbenzoic acid	4-hydroxybenzoic acid	0	7470&135
benzoic acid	4-hydroxybenzoic acid	0	243&135
naphthalen-1-ol	naphthalen-2-ol	0	7005&8663
naphthalen-1-amine	2-methyl-1,3-dinitrobenzene	0	8640&11813
1,3-dinitrobenzene	1,3,5-trinitrobenzene	0	7452&7434
4-aminobenzamide	2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetic acid	0	76079&3715
2-hydroxybenzamide	benzoic acid	0	5147&980
4-bromobenzoic acid	4-methoxybenzoic acid	0	11464&7478
4-chlorobenzoic acid	4-methoxybenzoic acid	0	6318&7478
3-nitrobenzoic acid	3-hydroxybenzoic acid	0	8497&7420
benzene-1,3-diamine	benzene-1,4-diamine	0	7935&7814
benzene-1,4-diol	3-nitroaniline	0	785&7423
2,4,6-trinitrophenol	1,3-dinitrobenzene	0	6954&7452
1-methyl-4-nitrobenzene	2,4-dimethyl-1,3,5-trinitrobenzene	0	7473&69442
2-methyl-1,3,5-trinitrobenzene	1-methyl-2,4-dinitrobenzene	0	8376&8461
(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	2,5-dihydroxybenzoic acid	0	5757&3469
1,2-dihydroacenaphthylene	1,3-dichlorobenzene	0	6734&10943
4-iodobenzoic acid	4-methoxybenzoic acid 	0	12085&7478
1,1'-biphenyl	1,2-dihydroacenaphthylene	0	7095&6734
benzoic acid	1-methyl-2-nitrobenzene	0	243&6944
benzene-1,2-diamine	benzene-1,3-diamine	0	7243&7935
diphenylmethanone	2,4-dinitrophenol	0	3102&1493
2-methoxy-1,3,5-trinitrobenzene	1,3,5-trinitrobenzene	0	11817&7434
5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione	N-(4-ethoxyphenyl)acetamide	0	4763&4754
2-amino-2-methylpropane-1,3-diol	2,2-dimethylpropane-1,3-diol	0	1531&31344
naphthalene	2,3-dimethylnaphthalene	0	931&11386
naphthalene	1,3-dichlorobenzene	0	931&10943
naphthalen-2-ol	1,3-dinitrobenzene	0	8663&7452
1-methyl-4-propan-2-ylbenzene	1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane	0	7463&2758
phenol	diphenyl carbonate	0	996&7597
benzoic acid	(2R,3S)-2,3-dimethylbutanedioic acid	0	243&6950212
pyridine-3-carboxamide	4-(dimethylamino)benzaldehyde	0	936&7479
N-phenylaniline	N-ethyl-4-nitroaniline	0	11487&19318
3-nitrobenzoic acid	3,5-dinitrobenzoic acid	0	8497&7433
benzene-1,4-diol	(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione	0	785&969516
(E)-3-phenylprop-2-enoic acid	2-chloroacetic acid	0	444539&300
naphthalene	1,2-dihydroacenaphthylene	0	931&6734
5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione	2-acetyloxybenzoic acid	0	4763&2244
1H-pyrazole	2H-triazole	0	1048&67516
phenanthrene	thianthrene	0	995&7109
9H-carbazole	benzoic acid	0	6854&980
1,3-dinitrobenzene	1,4-dinitrobenzene	0	7452&7492
1,3-dinitrobenzene	2-methyl-1,3,5-trinitrobenzene	0	7452&8376
1-methyl-2,4-dinitrobenzene	2,4-dinitrophenol	0	8461&1493
2,4-dinitrophenol	2-methyl-1,3,5-trinitrobenzene	0	1493&8376
2-methoxy-1,3,5-trinitrobenzene	2,4,6-trinitrophenol	0	11817&6954
1,2-dihydroacenaphthylene	phenanthrene	0	6734&995
1,2-dihydroacenaphthylene	9H-fluorene	0	6734&6853
1,4-dibromobenzene	1,2-dichlorobenzene	0	7804&7239
benzhydrylbenzene	1,1'-biphenyl	0	10614&7095
benzhydrylbenzene	benzylbenzene	0	10614&7580
benzylbenzene	1,1'-biphenyl	0	7580&7095
(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	3-hydroxynaphthalene-2-carboxylic acid	0	5757&7104
1,2-dihydroacenaphthylene	1,2-dichlorobenzene	0	6734&7239
3,5-dichloropyridine	1,4-dibromobenzene	0	17153&7804
pyridine-4-carbohydrazide	butanediamide	0	3767&8036
3,5-dichloropyridine	1,4-diiodobenzene	0	17153&12208
3-hydroxybenzoic acid	benzoic acid	0	7420&243
4-chlorobenzoic acid	benzoic acid	0	11464&243
4-bromobenzoic acid	4-hydroxybenzoic acid	0	11464&135
4-chlorobenzoic acid	benzoic acid	0	6318&243
benzoic acid	4-methoxybenzoic acid	0	243&7478
2-nitrobenzoic acid	2-iodobenzoic acid	0	11087&6941
fluoranthene	pyrene	0	9154&31423
pyrene	chrysene	0	31423&9171
phenanthrene	pyrene	0	995&31423
fluoranthene	chrysene	0	9154&9171
fluoranthene	1,2-dihydroacenaphthylene	0	9154&6734
phenanthrene	fluoranthene	0	995&9154
phenanthrene	chrysene	0	995&9171
phenanthrene	4,5-dimethylphenanthrene	0	995&77245
1,2-dihydroacenaphthylene	2,7-dimethylnaphthalene	0	6734&11396
1,2-dihydroacenaphthylene	2-methylnaphthalene	0	6734&7055
1,1'-biphenyl	9H-fluorene	0	7095&6853
naphthalene	9H-fluorene	0	931&6853
naphthalene	2-methylnaphthalene	0	931&7055
2-hydroxybenzamide	2-acetyloxybenzoic acid	0	5147&2244
2,3-dichlorophenol	2,4-dichlorophenol	0	11334&8449
1,4-dichlorobenzene	naphthalene	0	4685&931
1,4-dichlorobenzene	1,1'-biphenyl	0	4685&7095
naphthalene	1,1'-biphenyl	0	931&7095
1H-imidazole	1H-1,2,4-triazole	0	795&9257
dibenzothiophene	dibenzofuran	0	3023&568
phenanthrene	naphthalene	0	995&931
1,1'-biphenyl	dibenzofuran	0	7095&568
naphthalen-2-amine	4-methyl-1,2-dinitrobenzene	0	7057&11883
1-methyl-2,4-dinitrobenzene	1,3-dinitrobenzene	0	8461&7452
1,3-dinitrobenzene	2,4-dinitrophenol	0	7452&1493
2,4,6-trinitrophenol	1,3,5-trinitrobenzene	0	6954&7434
1-methyl-2,4-dinitrobenzene	2,4-dimethyl-1,3,5-trinitrobenzene	0	8461&69442
2-methoxy-1,3,5-trinitrobenzene	2-methyl-1,3,5-trinitrobenzene	0	11817&8376
benzylbenzene	1,2-dihydroacenaphthylene	0	7580&6734
benzylbenzene	9H-fluorene	0	7580&6853
1,2-dihydroacenaphthylene	dibenzofuran	0	6734&568
benzhydrylbenzene	naphthalene	0	10614&931
2,7-dimethylnaphthalene	2,6-dimethylnaphthalene	0	11396&11387
1,2-dihydroacenaphthylene	2,6-dimethylnaphthalene	0	6734&11387
naphthalene	2,6-dimethylnaphthalene	0	931&11387
decanoic acid	dodecanoic acid	0	2969&3893
1,4-dimethylnaphthalene	2,6-dimethylnaphthalene	0	11304&11387
1,5-dimethylnaphthalene	2,6-dimethylnaphthalene	0	11306&11387
1,6-dimethylnaphthalene	2,6-dimethylnaphthalene	0	11328&11387
2,3-dimethylnaphthalene	2,6-dimethylnaphthalene	0	11386&11387
naphthalene	1,2-dichlorobenzene	0	931&7239
(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	naphthalene-2-carboxylic acid	0	5757&7123
anthracene	pyrene	0	8418&31423
benzoic acid	quinolin-8-ol	0	243&1923
dimethyl carbonate	diphenyl carbonate	0	12021&7597
1,2-diphenylethane-1,2-dione	diphenyldiazene	0	8651&2272
hexanedioic acid	heptanedioic acid	0	196&385
1,2-dihydroacenaphthylene	anthracene	0	6734&8418
fluoren-9-one	anthracene	0	10241&8418
fluoren-9-one	dibenzofuran	0	10241&568
2,6-dichloropyridine	1,4-diiodobenzene	0	16989&12208
3-hydroxybenzoic acid	4-hydroxybenzoic acid	0	7420&135
4-nitrobenzoic acid	3-nitrobenzoic acid	0	6108&8497
benzoic acid	4-methylbenzoic acid	0	243&7470
2-phenylacetic acid	2-chloroacetic acid	0	999&300
anthracene	chrysene	0	8418&9171
naphthalene	pyrene	0	931&31423
fluoranthene	9H-fluorene	0	9154&6853
naphthalene	fluoranthene	0	931&9154
naphthalene	chrysene	0	931&9171
phenanthrene	9H-fluorene	0	995&6853
phenanthrene	1,1'-biphenyl	0	995&7095
dibenzofuran	9H-fluorene	0	568&6853
dibenzothiophene	9H-fluorene	0	3023&6853
anthracene	2-nitrophenol	0	8418&6947
2-methyl-1,3,5-trinitrobenzene	2,4-dimethyl-1,3,5-trinitrobenzene	0	8376&69442
2-methyl-1,3,5-trinitrobenzene	2,4,6-trinitrophenol	0	8376&6954
1,2,4,5-tetramethylbenzene	1,1'-biphenyl	0	7269&7095
benzylbenzene	naphthalene	0	7580&931
1,8-dimethylnaphthalene	2,6-dimethylnaphthalene	0	11287&11387
anthracene	benzo[a]pyrene	0	8418&2336
pentanedioic acid	hexanedioic acid	0	743&196
1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane	2-methyl-1H-indole	0	2758&7224
1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane	2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane	0	2758&6616
benzoic acid	heptanedioic acid	0	243&385
2,6-dichloropyridine	1,4-dibromobenzene	0	16989&7804
(2S)-2-[4-(2-methylpropyl)phenyl]propanoic acid	dodecanoic acid	0	39912&3893
3,5-dimethoxybenzoic acid	4-cyanobenzoic acid	0	14332&12087
4-methylbenzoic acid	4-methoxybenzoic acid 	0	7470&7478
2-nitrobenzoic acid	3-nitrobenzoic acid	0	11087&8497
2-nitrobenzoic acid	4-nitrobenzoic acid	0	11087&6108
1,2-dihydroacenaphthylene	1,2-xylene	0	6734&7237
2,4-dichlorophenol	2,6-dichlorophenol	0	8449&6899
1,4-dichlorobenzene	benzhydrylbenzene	0	4685&10614
1H-pyrazole	1H-imidazole	0	1048&795
1H-pyrazole	2H-tetrazole	0	1048&67519
1H-imidazole	2H-triazole	0	795&67516
naphthalene	2-nitrophenol	0	931&6947
naphthalen-1-amine	4-methyl-1,2-dinitrobenzene	0	8640&11883
(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one	2,4,6-trinitrophenol	0	159055&6954
2,4-dimethyl-1,3,5-trinitrobenzene	1,3-dinitrobenzene	0	69442&7452
4-methylaniline	2-methyl-1,3-dinitrobenzene	0	7813&11813
benzylbenzene	dibenzofuran	0	7580&568
phenanthrene	benzylbenzene	0	995&7580
N-phenylacetamide	N-(4-ethoxyphenyl)acetamide	0	904&4754
1,2,4,5-tetramethylbenzene	naphthalene	0	7269&931
benzhydrylbenzene	phenanthrene	0	10614&995
phenanthrene	1,2-dichlorobenzene	0	995&7239
benzo[b][1]benzazepine-11-carboxamide	pyridine-2-carboxamide	0	2554&15070
heptanedioic acid	pentanedioic acid	0	385&743
fluoren-9-one	9H-fluorene	0	10241&6853
N-phenylaniline	naphthalene	0	11487&931
4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol	pyridine-3-carboxylic acid	0	1054&938
4-hydroxybenzaldehyde	2-methyl-4-nitroaniline	0	126&7441
4-chlorobenzoic acid	4-hydroxybenzoic acid	0	6318&135
2-chlorobenzoic acid	4-chlorobenzoic acid	0	8374&6318
2-chloroacetic acid	2,2-dichloroacetic acid	0	300&6597
4-hydroxybenzamide	benzoic acid	0	65052&243
3-nitroaniline	1,3-dinitrobenzene	0	7423&7452
urea	2-acetyloxybenzoic acid	0	1176&2244
benzene-1,3-diamine	1,3-dinitrobenzene	0	7935&7452
2,4-dimethyl-1,3,5-trinitrobenzene	2,4,6-trinitrophenol	0	69442&6954
3,5-dimethoxybenzoic acid	3,4-dimethylbenzoic acid	0	14332&12073
fluoren-9-one	1,2-dihydroacenaphthylene	0	10241&6734
4-methyl-1-oxidopyridin-1-ium	1,4-dibromobenzene	0	13857&7804
1,3-diethyl-1,3-diphenylurea	N-ethyl-4-nitroaniline	0	6828&19318
3,5-diaminobenzoic acid	4-cyanobenzoic acid	0	12062&12087
3,5-diaminobenzoic acid	3,5-dimethoxybenzoic acid	0	12062&14332
3,5-dinitrobenzoic acid	benzoic acid	0	7433&243
benzoic acid	3-aminobenzoic acid	0	243&7419
3-nitrobenzoic acid	2-hydroxybenzoic acid	0	8497&338
4-methylbenzoic acid	2-chloroacetic acid	0	7470&300
1,2-dihydroacenaphthylene	1,2,4,5-tetramethylbenzene	0	6734&7269
naphthalene	1-methyl-4-nitrobenzene	0	931&7473
1,1'-biphenyl	2-nitrophenol	0	7095&6947
(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one	2-nitrophenol	0	159055&6947
4-methylaniline	1,3-dinitrobenzene	0	7813&7452
1,2,4,5-tetramethylbenzene	benzylbenzene	0	7269&7580
1,2,4,5-tetramethylbenzene	benzhydrylbenzene	0	7269&10614
(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	3,7-dimethylpurine-2,6-dione	0	5757&5429
(2S)-2-[4-(2-methylpropyl)phenyl]propanoic acid	1-bromo-4-chlorobenzene	0	39912&7806
4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol	pyridine-4-carbohydrazide	0	1054&3767
benzoic acid	4-aminobenzoic acid	0	243&978
2-nitrobenzoic acid	2-hydroxybenzoic acid	0	11087&338
benzoic acid	2-chloroacetic acid	0	243&300
9H-carbazole	3-nitrophenol	0	6854&11137
(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one	2,4-dinitrophenol	0	159055&1493
