1,3,5,7-tetranitro-1,3,5,7-tetrazocane	2,4,6,8,10,12-hexanitro-2,4,6,8,10,12-hexazatetracyclo[5.5.0.03,11.05,9]dodecane	1	ZEBJOH01
5-methylchrysene	1,3,5-trinitrobenzene	1	ZEGKIF10
[O]N1=C2C(=NO1)C1=N([O])ON=C1C1=N([O])ON=C21	1,3,3-trinitroazetidine	1	ZEVNUL
1-hydroxy-2-methylpyridin-1-ium	1,3,5,7-tetranitro-1,3,5,7-tetrazocane	1	ZEZGIW
1,3,5,7-tetranitro-1,3,5,7-tetrazocane	4-fluoroaniline	1	ZEZHET
1,3,5-trinitro-2-[2-(2,4,6-trinitrophenyl)ethenyl]benzene	4-(2-pyridin-4-ylethenyl)pyridine	1	ZILMUF
1-nitronaphthalene	1,3,5-trinitrobenzene	1	ZOPGOC
1H-1,2,4-triazol-5-amine	3,6-dinitro-2,4-dihydropyrazolo[4,3-c]pyrazole	1	ZUBNOB
3,6-dinitro-2,4-dihydropyrazolo[4,3-c]pyrazole	1,2,4-triazol-4-amine	1	ZUBNUH
9,10-dihydroanthracene	1,3,5-trinitrobenzene	1	ZZZAGS10
bis(1,2,4-triazol-4-yl)diazene	2,5-dinitro-1H-imidazole	1	YOJQOG
bis(1,2,4-triazol-4-yl)diazene	3,5-dinitro-1H-pyrazole	1	YOJXIH
bis(1,2,4-triazol-4-yl)diazene	5-nitro-3-(5-nitro-1H-1,2,4-triazol-3-yl)-1H-1,2,4-triazole	1	YOJXON
gadolinium(3+) trinitrate	4,5-MDNI	1	NILCIX
gadolinium(3+) trinitrate	hydrogen peroxide;urea	1	ZEBJOH
gadolinium(3+) trinitrate	2-[[3-(oxiran-2-ylmethoxy)phenoxy]methyl]oxirane	1	WOSFOB
gadolinium(3+) trinitrate	(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-phenylpropanoic acid	1	PEHSUS
gadolinium(3+) trinitrate	ethyl N-[1-(4-hydroxy-4-phenylpiperidin-1-yl)propan-2-yl]-N-phenylcarbamate	1	XAQFUS
gadolinium(3+) trinitrate	N-(1-hydroxy-3-morpholin-4-yl-1-phenylpropan-2-yl)decanamide	1	ZASWAT
gadolinium(3+) trinitrate	oxolan-2-one	1	ZASWEX
gadolinium(3+) trinitrate	N-propan-2-ylpropan-2-amine	1	ZASWIB
gadolinium(3+) trinitrate	sodium 3-chloro-2-hydroxypropane-1-sulfonate	1	GOWHIL
gadolinium(3+) trinitrate	cyclohexa-2,5-diene-1,4-dione	1	ROSMOD
gadolinium(3+) trinitrate	cyclohexa-2,5-diene-1,4-dione	1	ROSMIX
gadolinium(3+) trinitrate	icosanoic acid	1	JAQVOP
gadolinium(3+) trinitrate	1,2-xylene	1	UWUGAW
gadolinium(3+) trinitrate	N'-dodecyl-N,N,N'-trimethylethane-1,2-diamine	1	JABYIX
gadolinium(3+) trinitrate	ethyl 2-methyl-3-oxobutanoate	1	MANLEV
(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-phenylpropanoic acid	BOXTET	1	BOXTET
[(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate	1,3,5-triiodo-2,4,6-trinitrobenzene	1	WUGWAY
[(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate	1,3,5-trichloro-2,4,6-trinitrobenzene	1	WIFYAN
[(2R,3S,5R)-5-(6-aminopurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate	TBTNB	1	WIFXUG
hydrogen peroxide;urea	1,4-dibutoxy-2-chloro-5-nitrobenzene	1	IDENEM
hydrogen peroxide;urea	formic acid	1	ZEZGOC
hydrogen peroxide;urea	2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3-iodophenyl]propanoic acid	1	ZEZHAP
hydrogen peroxide;urea	pyridine	1	ZEZHOD
2-methyl-1,3,5-trinitrobenzene	(3S,5R)-5-methyl-3-(methylamino)-1-phenylpyrrolidin-2-one;hydrochloride	1	URIJAH
2-methyl-1,3,5-trinitrobenzene	9-BN	1	URIJIP
2-methyl-1,3,5-trinitrobenzene	AA_1	1	URIMAK
2-methyl-1,3,5-trinitrobenzene	alpha-ABA_1	1	URILOX
2-methyl-1,3,5-trinitrobenzene	(2S)-2-[[2-(3,5-difluorophenyl)acetyl]amino]-N-[(7S)-5-methyl-6-oxo-7H-benzo[d][1]benzazepin-7-yl]propanamide	1	URIKOW
2-methyl-1,3,5-trinitrobenzene	3-tert-butylphenol	1	URILEN
2-methyl-1,3,5-trinitrobenzene	bicyclo[3.2.0]hept-6-ene	1	URIKUC
2-methyl-1,3,5-trinitrobenzene	10H-phenothiazine	1	URIKIQ
2-methyl-1,3,5-trinitrobenzene	phenanthrene	1	URIJOV
2-methyl-1,3,5-trinitrobenzene	2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3-iodophenyl]propanoic acid	1	URIKEM
2-methyl-1,3,5-trinitrobenzene	[2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]mercury	1	URIKAI
(5-ethyl-3-methyl-2,4,6-trioxo-5-phenyl-1,3-diazinan-1-yl)methylthiourea	icosanoic acid	1	UTEJAG
(5-ethyl-3-methyl-2,4,6-trioxo-5-phenyl-1,3-diazinan-1-yl)methylthiourea	N'-(3-aminopropyl)propane-1,3-diamine	1	MEPWIQ
pentafluoro-(pentafluoro-lambda6-sulfanyl)-lambda6-sulfane	TZTN	1	FOYSUJ
gadolinium(3+) trinitrate	3,5-dinitrobenzoic acid	0	CL-20&TNB
gadolinium(3+) trinitrate	N,N-diethylnitrous amide	0	CL-20&DANA
gadolinium(3+) trinitrate	TNAN	0	CL-20&TNAN
gadolinium(3+) trinitrate	2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine	0	CL-20&TATB
gadolinium(3+) trinitrate	tert-butyl N-[(E,4R)-6-(benzenesulfonyl)-4-hydroxyhex-5-enyl]carbamate	0	CL-20&LLM-105
gadolinium(3+) trinitrate	deuterio 2,2,3,3-tetradeuterio-3-trimethylsilylpropanoate	0	CL-20&FOX-7
gadolinium(3+) trinitrate	1,2,4-trihydroxyanthracene-9,10-dione	0	CL-20&PA
gadolinium(3+) trinitrate	2,4-DNI	0	CL-20&2,4-DNI
gadolinium(3+) trinitrate	3,4-dinitrophenol	0	CL-20&3,4-DNP
gadolinium(3+) trinitrate	4,5-MDNP	0	CL-20&4,5-MDNP
gadolinium(3+) trinitrate	(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	0	CL-20&RDX
gadolinium(3+) trinitrate	cerium	0	CL-20&CE
gadolinium(3+) trinitrate	(6aS)-1,2,9,10-tetramethoxy-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline	0	CL-20&HNS
gadolinium(3+) trinitrate	2-bromoacetate	0	CL-20&NQ
gadolinium(3+) trinitrate	D-explosive	0	CL-20&D-explosive
gadolinium(3+) trinitrate	3,4-MDNP	0	CL-20&3,4-MDNP
gadolinium(3+) trinitrate	pentafluoro-(pentafluoro-lambda6-sulfanyl)-lambda6-sulfane	0	CL-20&NTO
gadolinium(3+) trinitrate	5-[(E)-3-(dimethylamino)prop-2-enoyl]-2-methyl-6-phenylpyridazin-3-one	0	CL-20&TNGU
gadolinium(3+) trinitrate	[3-nitrooxy-2,2-bis(nitrooxymethyl)propyl] nitrate	0	CL-20&PETN
gadolinium(3+) trinitrate	N'-dodecyl-N,N,N'-trimethylethane-1,2-diamine	0	CL-20&3,5-DNP
gadolinium(3+) trinitrate	ethyl N-[4-amino-5-nitro-6-[[(2S)-1-oxo-1-phenylpropan-2-yl]amino]-2-pyridinyl]carbamate	0	CL-20&DNTF
gadolinium(3+) trinitrate	methyl (1S,2S,3S,4S,7R,8R,11S,12S,13R,16S)-16-acetyloxy-12-(4-fluorophenyl)-4-methyl-17-methylidene-5,10-dioxo-6,9-dioxahexacyclo[14.2.1.01,13.03,12.04,8.07,11]nonadecane-2-carboxylate	0	CL-20&DAAF
2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine	hydrogen peroxide;urea	0	TATB&HMX
2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine	(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	0	TATB&RDX
2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine	2-methyl-1,3,5-trinitrobenzene	0	TATB&TNT
methyl (1S,2S,3S,4S,7R,8R,11S,12S,13R,16S)-16-acetyloxy-12-(4-fluorophenyl)-4-methyl-17-methylidene-5,10-dioxo-6,9-dioxahexacyclo[14.2.1.01,13.03,12.04,8.07,11]nonadecane-2-carboxylate	hydrogen peroxide;urea	0	DAAF&HMX
methyl (1S,2S,3S,4S,7R,8R,11S,12S,13R,16S)-16-acetyloxy-12-(4-fluorophenyl)-4-methyl-17-methylidene-5,10-dioxo-6,9-dioxahexacyclo[14.2.1.01,13.03,12.04,8.07,11]nonadecane-2-carboxylate	(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	0	DAAF&RDX
methyl (1S,2S,3S,4S,7R,8R,11S,12S,13R,16S)-16-acetyloxy-12-(4-fluorophenyl)-4-methyl-17-methylidene-5,10-dioxo-6,9-dioxahexacyclo[14.2.1.01,13.03,12.04,8.07,11]nonadecane-2-carboxylate	2-methyl-1,3,5-trinitrobenzene	0	DAAF&TNT
tert-butyl N-[(E,4R)-6-(benzenesulfonyl)-4-hydroxyhex-5-enyl]carbamate	hydrogen peroxide;urea	0	LLM-105&HMX
tert-butyl N-[(E,4R)-6-(benzenesulfonyl)-4-hydroxyhex-5-enyl]carbamate	(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	0	LLM-105&RDX
tert-butyl N-[(E,4R)-6-(benzenesulfonyl)-4-hydroxyhex-5-enyl]carbamate	2-methyl-1,3,5-trinitrobenzene	0	LLM-105&TNT
deuterio 2,2,3,3-tetradeuterio-3-trimethylsilylpropanoate	hydrogen peroxide;urea	0	FOX-7&HMX
deuterio 2,2,3,3-tetradeuterio-3-trimethylsilylpropanoate	(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	0	FOX-7&RDX
deuterio 2,2,3,3-tetradeuterio-3-trimethylsilylpropanoate	2-methyl-1,3,5-trinitrobenzene	0	FOX-7&TNT
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	A4	0	RDX&A4
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	2,4-dinitro-6-propan-2-ylphenol	0	RDX&DNPP
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	6-(diazonioamino)-3-[2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl]-4-oxoquinazolin-2-olate	0	RDX&4-AT
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	TNAN	0	RDX&TNAN
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	1-chloro-2-ethylbenzene	0	RDX&TNA
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	4,5-MDNP	0	RDX&4,5-MDNP
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	ethyl N-[4-amino-5-nitro-6-[[(2S)-1-oxo-1-phenylpropan-2-yl]amino]-2-pyridinyl]carbamate	0	RDX&DNTF
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	cyclohexa-2,5-diene-1,4-dione	0	RDX&NAQ
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	1,2-xylene	0	RDX&xylene
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	(3R,5S)-3-(4-methoxybenzoyl)-2-phenylspiro[1,2-oxazolidine-5,3'-2-benzofuran]-1'-one	0	RDX&PNox
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	3,5-dinitrobenzoic acid	0	RDX&TNB
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	oxolan-2-one	0	RDX&BL
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	A8	0	RDX&A8
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	ethyl 2-methyl-3-oxobutanoate	0	RDX&MNO
(15R,19R)-15-ethyl-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraen-17-one	naphthalene	0	RDX&Nap
